,No,CVE,ENTIDAD,INSTITUCION,PROGRAMA
1842,1843,186,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,DOCTORADO EN FÍSICA
1843,1844,5283,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,DOCTORADO EN HISTORIA
1844,1845,3047,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,DOCTORADO EN INGENIERÍA ELÉCTRICA
1845,1846,1786,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,DOCTORADO EN INGENIERÍA MECÁNICA
1846,1847,6217,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,DOCTORADO EN LITERATURA HISPANOAMERICANA
1847,1848,5058,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN ADMINISTRACIÓN DE TECNOLOGÍAS
1848,1849,4478,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN ANÁLISIS POLÍTICO
1849,1850,2768,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN ARTES
1850,1851,2476,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN BIOCIENCIAS
1851,1852,6377,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIA Y TECNOLOGÍA DE NANOMATERIALES
1852,1853,5274,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIAS APLICADAS
1853,1854,1792,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIAS BIOLOGÍA
1854,1855,201,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIAS DE AGUA
1855,1856,1779,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIAS DE ENFERMERÍA
1856,1857,5567,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIAS DEL COMPORTAMIENTO
1857,1858,6376,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIAS FARMACÉUTICAS
1858,1859,673,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIAS MÉDICAS
1859,1860,192,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIAS QUÍMICAS
1860,1861,184,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN CIENCIAS: ASTROFÍSICA
1861,1862,5950,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN ESTUDIOS PARA EL DESARROLLO
1862,1863,5581,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN ESTUDIOS SOCIALES Y CULTURALES
1863,1864,602,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN FILOSOFÍA
1864,1865,183,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN FÍSICA
1865,1866,4477,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,"MAESTRÍA EN GESTIÓN, DESARROLLO Y GOBIERNO"
1866,1867,2539,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN HISTORIA ESTUDIOS HISTÓRICOS INTERDISCIPLINARIOS
1867,1868,644,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN INGENIERÍA ELÉCTRICA INSTRUMENTACIÓN Y SISTEMAS DIGITALES
1868,1869,4382,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN INGENIERÍA ELECTRÓNICA APLICADA
1869,1870,1785,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN INGENIERÍA MECÁNICA
1870,1871,1407,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN INGENIERÍA QUÍMICA: INTEGRACIÓN DE PROCESOS
1871,1872,1402,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN INVESTIGACIÓN CLÍNICA
1872,1873,2951,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN INVESTIGACIÓN EDUCATIVA
1873,1874,5008,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN LINGÜÍSTICA APLICADA A LA ENSEÑANZA DEL INGLÉS
1874,1875,2139,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN LITERATURA HISPANOAMERICANA
1875,1876,6223,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN NUEVA GESTIÓN CULTURAL EN PATRIMONIO Y ARTE
1876,1877,5898,GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,MAESTRÍA EN SOCIEDAD Y PATRIMONIO
1877,1878,7266,MICHOACÁN,"UNIVERSIDAD DE LA CIÉNEGA DEL ESTADO DE 
MICHOACÁN DE OCAMPO",MAESTRÍA EN BIOCIENCIAS
1878,1879,7307,MICHOACÁN,"UNIVERSIDAD DE LA CIÉNEGA DEL ESTADO DE 
MICHOACÁN DE OCAMPO",MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN
1879,1880,5965,OAXACA,UNIVERSIDAD DE LA SIERRA JUAREZ,MAESTRÍA EN CIENCIAS EN CONSERVACIÓN DE LOS RECURSOS FORESTALES
1880,1881,6750,OAXACA,UNIVERSIDAD DE LA SIERRA JUAREZ,MAESTRÍA EN CIENCIAS EN GESTIÓN AMBIENTAL
1881,1882,5390,OAXACA,UNIVERSIDAD DE LA SIERRA SUR,DOCTORADO EN GOBIERNO ELECTRÓNICO
1882,1883,6902,OAXACA,UNIVERSIDAD DE LA SIERRA SUR,MAESTRÍA EN ADMINISTRACIÓN UNIVERSITARIA
1883,1884,5389,OAXACA,UNIVERSIDAD DE LA SIERRA SUR,MAESTRÍA EN GOBIERNO ELECTRÓNICO
1884,1885,5387,OAXACA,UNIVERSIDAD DE LA SIERRA SUR,MAESTRÍA EN PLANEACIÓN ESTRATÉGICA MUNICIPAL
1885,1886,5388,OAXACA,UNIVERSIDAD DE LA SIERRA SUR,MAESTRÍA EN SALUD PÚBLICA
1886,1887,1781,SONORA,UNIVERSIDAD DE SONORA,DO+O2726:AM2726CTORADO EN CIENCIAS FÍSICA
1887,1888,407,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN BIOCIENCIAS
1888,1889,1709,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN CIENCIA DE MATERIALES
1889,1890,6505,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN CIENCIAS CON ESPECIALIDAD EN MATEMÁTICA EDUCATIVA
1890,1891,2415,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN CIENCIAS DE LA INGENIERÍA: ÍNGENIERÍA QUÍMICA
1891,1892,2427,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN CIENCIAS DE LOS ALIMENTOS
1892,1893,7349,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN CIENCIAS ECONÓMOCAS Y ADMINISTRATIVAS
1893,1894,227,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN CIENCIAS MATEMÁTICAS
1894,1895,3876,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN CIENCIAS QUÍMICO BIOLÓGICAS Y DE LA SALUD
1895,1896,2905,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN CIENCIAS SOCIALES
1896,1897,6387,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN GEOCIENCIAS
1897,1898,2344,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN HUMANIDADES
1898,1899,5557,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN INNOVACIÓN EDUCATIVA
1899,1900,3432,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN NANOTECNOLOGÍA
1900,1901,5393,SONORA,UNIVERSIDAD DE SONORA,DOCTORADO EN PSICOLOGÍA
1901,1902,7185,SONORA,UNIVERSIDAD DE SONORA,ESPECIALIDAD EN ANÁLISIS CLÍNICOS
1902,1903,6195,SONORA,UNIVERSIDAD DE SONORA,ESPECIALIDAD EN GESTIÓN Y DOCENCIA EN ENFERMERÍA
1903,1904,411,SONORA,UNIVERSIDAD DE SONORA,ESPECIALIZACIÓN EN DESARROLLO SUSTENTABLE
1904,1905,6390,SONORA,UNIVERSIDAD DE SONORA,"MAESTRÍA EN ADUANAS, LOGÍSTICA Y NEGOCIOS INTERNACIONALES"
1905,1906,408,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN BIOCIENCIAS
1906,1907,6388,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIA DE DATOS
1907,1908,1710,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIA DE MATERIALES
1908,1909,1937,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS
1909,1910,1029,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN MATEMÁTICA EDUCATIVA
1910,1911,2010,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA: INGENIERÍA QUÍMICA
1911,1912,6463,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIAS DE LA SALUD
1912,1913,5019,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIAS EN ELECTRÓNICA
1913,1914,226,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIAS MATEMÁTICAS
1914,1915,2903,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIAS SOCIALES
1915,1916,1780,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIAS: FÍSICA
1916,1917,1960,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN CIENCIAS-GEOLOGÍA
1917,1918,6397,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN DESARROLLO SOCIAL
1918,1919,7167,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN ENFERMERÍA DE PRÁCTICA AVANZADA
1919,1920,6398,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN ENSEÑANZA DE LA HISTORIA
1920,1921,6389,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN INGENIERÍA EN INTERNET DE LAS COSAS E INTELIGENCIA ARTIFICIAL
1921,1922,6140,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN INGENIERÍA URBANA
1922,1923,867,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN INGENIERÍA: INGENIERÍA EN SISTEMAS Y TECNOLOGÍA
1923,1924,225,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN INNOVACIÓN EDUCATIVA
1924,1925,2952,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN INTEGRACIÓN ECONÓMICA
1925,1926,389,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN LINGÜÍSTICA
1926,1927,380,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN LITERATURA HISPANOAMERICANA
1927,1928,6391,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN MARKETING Y MERCADOS DE CONSUMO
1928,1929,3433,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN NANOTECNOLOGÍA
1929,1930,5394,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN PSICOLOGÍA
1930,1931,7168,SONORA,UNIVERSIDAD DE SONORA,"MAESTRÍA EN SISTEMAS DE PRODUCCIÓN AGROPECUARIA CON OPCIÓN EN SISTEMAS DE 
PRODUCCIÓN AGRÍCOLA SUSTENTABLE"
1931,1932,7169,SONORA,UNIVERSIDAD DE SONORA,"MAESTRÍA EN SISTEMAS DE PRODUCCIÓN AGROPECUARIA CON OPCIÓN EN SISTEMAS DE 
PRODUCCIÓN PECUARIA SUSTENTABLE"
1932,1933,3634,SONORA,UNIVERSIDAD DE SONORA,MAESTRÍA EN SUSTENTABILIDAD
1933,1934,738,SONORA,UNIVERSIDAD DE SONORA,PROGRAMA DE MAESTRÍA EN CIENCIAS DE LA SALUD
1934,1935,6672,OAXACA,UNIVERSIDAD DEL ISTMO,MAESTRÍA EN CIENCIAS EN ENERGÍA SOLAR
1935,1936,5594,OAXACA,UNIVERSIDAD DEL MAR,DOCTORADO EN PRODUCCIÓN Y SANIDAD ANIMAL
1936,1937,1853,OAXACA,UNIVERSIDAD DEL MAR,MAESTRÍA EN CIENCIAS AMBIENTALES
1937,1938,6357,OAXACA,UNIVERSIDAD DEL MAR,MAESTRÍA EN CIENCIAS GENÉTICA DE LA BIODIVERSIDAD
1938,1939,6395,OAXACA,UNIVERSIDAD DEL MAR,MAESTRÍA EN CIENCIAS MANEJO DE FAUNA SILVESTRE
1939,1940,5241,OAXACA,UNIVERSIDAD DEL MAR,MAESTRÍA EN CIENCIAS: ECOLOGÍA MARINA
1940,1941,6358,OAXACA,UNIVERSIDAD DEL MAR,MAESTRÍA EN MERCADOTECNIA TURÍSTICA
1941,1942,5271,OAXACA,UNIVERSIDAD DEL MAR,MAESTRÍA EN PRODUCCIÓN Y SANIDAD ANIMAL
1942,1943,6543,OAXACA,UNIVERSIDAD DEL MAR,MAESTRÍA EN RELACIONES INTERNACIONALES: MEDIO AMBIENTE
1943,1944,6112,OAXACA,UNIVERSIDAD DEL PAPALOAPAN,DOCTORADO EN BIOTECNOLOGÍA
1944,1945,5792,OAXACA,UNIVERSIDAD DEL PAPALOAPAN,DOCTORADO EN CIENCIAS QUÍMICAS
1945,1946,3131,OAXACA,UNIVERSIDAD DEL PAPALOAPAN,MAESTRÍA EN BIOTECNOLOGÍA
1946,1947,2517,OAXACA,UNIVERSIDAD DEL PAPALOAPAN,MAESTRÍA EN CIENCIAS QUÍMICAS
1947,1948,6784,OAXACA,UNIVERSIDAD DEL PAPALOAPAN,MAESTRÍA EN OPTIMIZACIÓN Y CONTROL DE SISTEMAS
1948,1949,6511,OAXACA,UNIVERSIDAD DEL PAPALOAPAN,MAESTRÍA EN PRODUCCIÓN Y PROCESAMIENTO AGRÍCOLA
1949,1950,6512,OAXACA,UNIVERSIDAD DEL PAPALOAPAN,MAESTRÍA EN PRODUCCIÓN Y PROCESAMIENTO PECUARIO
1950,1951,6496,SONORA,UNIVERSIDAD ESTATAL DE SONORA,MAESTRÍA EN CIENCIAS AMBIENTALES
1951,1952,7283,SONORA,UNIVERSIDAD ESTATAL DE SONORA,MAESTRÍA EN CIENCIAS EN PRODUCCIÓN Y GESTIÓN DE NEGOCIOS AGROPECUARIOS
1952,1953,3915,SONORA,UNIVERSIDAD ESTATAL DE SONORA,MAESTRÍA EN CIENCIAS EN SISTEMAS DE PRODUCCIÓN BIOSUSTENTABLES
1953,1954,1278,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN ANTROPOLOGÍA SOCIAL
1954,1955,2847,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN CIENCIAS DE LA INGENIERÍA
1955,1956,1266,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN CIENCIAS SOCIALES Y POLÍTICAS
1956,1957,3848,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN COMUNICACIÓN
1957,1958,5917,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN ESTUDIOS CRÍTICOS DE GÉNERO
1958,1959,3190,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN FILOSOFÍA
1959,1960,823,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN HISTORIA
1960,1961,5904,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN HISTORIA Y TEORÍA CRÍTICA DEL ARTE
1961,1962,2563,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN INVESTIGACIÓN PSICOLÓGICA
1962,1963,2840,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO EN LETRAS MODERNAS
1963,1964,384,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,DOCTORADO INTERINSTITUCIONAL EN EDUCACIÓN
1964,1965,2837,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,ESPECIALIDAD EN OBESIDAD Y COMORBILIDADES
1965,1966,1277,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN ANTROPOLOGÍA SOCIAL
1966,1967,6940,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
1967,1968,406,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN CIENCIAS EN INGENIERÍA QUÍMICA
1968,1969,1647,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN COMUNICACIÓN
1969,1970,7002,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN DERECHOS HUMANOS
1970,1971,1037,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN ESTUDIOS DE ARTE
1971,1972,5347,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN ESTUDIOS SOBRE MIGRACIÓN
1972,1973,5062,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN FILOSOFÍA
1973,1974,1560,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN HISTORIA
1974,1975,451,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN INVESTIGACIÓN Y DESARROLLO DE LA EDUCACIÓN
1975,1976,2839,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN LETRAS MODERNAS
1976,1977,5028,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN NUTRIOLOGÍA APLICADA
1977,1978,5029,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN POLÍTICAS PÚBLICAS
1978,1979,1265,CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA AC,MAESTRÍA EN SOCIOLOGÍA
1979,1980,6443,CHIAPAS,UNIVERSIDAD INTERCULTURAL DE CHIAPAS,MAESTRÍA EN ECONOMÍA SOCIAL Y SOLIDARIA
1980,1981,5862,MÉXICO,"UNIVERSIDAD INTERCULTURAL DEL ESTADO DE 
MEXICO",MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN RURAL SUSTENTABLE
1981,1982,6434,MÉXICO,"UNIVERSIDAD INTERCULTURAL DEL ESTADO DE 
MEXICO",MAESTRÍA EN INTERCULTURALIDAD PARA LA PAZ Y LOS CONFLICTOS ESCOLARES
1982,1983,5952,PUEBLA,"UNIVERSIDAD INTERCULTURAL DEL ESTADO DE 
PUEBLA",MAESTRÍA EN AMBIENTES INTERCULTURALES DE APRENDIZAJE
1983,1984,6014,PUEBLA,"UNIVERSIDAD INTERCULTURAL DEL ESTADO DE 
PUEBLA",MAESTRÍA EN CIENCIAS EN MANEJO SUSTENTABLE DE RECURSOS NATURALES
1984,1985,6422,MICHOACÁN,"UNIVERSIDAD INTERCULTURAL INDÍGENA DE 
MICHOACAN",DOCTORADO EN CIENCIAS PARA LA SOSTENIBILIDAD E INTERCULTURALIDAD
1985,1986,7355,MICHOACÁN,"UNIVERSIDAD INTERCULTURAL INDÍGENA DE 
MICHOACAN",MAESTRÍA EN EDUCACIÓN AMBIENTAL
1986,1987,6406,MICHOACÁN,"UNIVERSIDAD INTERCULTURAL INDÍGENA DE 
MICHOACAN",MAESTRÍA EN INGENIERÍA PARA LA SOSTENIBILIDAD ENERGÉTICA
1987,1988,4400,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN ADMINISTRACIÓN EDUCATIVA
1988,1989,6968,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN CIENCIAS AGROPECUARIAS
1989,1990,5102,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN CIENCIAS BIOMÉDICAS
1990,1991,4280,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,"DOCTORADO EN CIENCIAS CON ORIENTACIÓN EN: MATERIALES, NANOCIENCIAS Y QUÍMICA 
ORGÁNICA"
1991,1992,5838,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN
1992,1993,4284,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN CIENCIAS EN INGENIERÍA
1993,1994,5588,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN CIENCIAS EN QUÍMICA APLICADA
1994,1995,2283,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN CIENCIAS EN  ECOLOGÍA Y MANEJO DE SISTEMAS TROPICALES
1995,1996,4279,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN CIENCIAS MATEMÁTICAS
1996,1997,5592,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN EDUCACIÓN
1997,1998,3923,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN ESTUDIOS JURÍDICOS
1998,1999,7415,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN GESTIÓN DE TECONOGÍAS DE LA INFORMACIÓN
1999,2000,3925,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,DOCTORADO EN MÉTODOS DE  SOLUCIÓN DE CONFLICTOS Y DERECHOS HUMANOS
2000,2001,6745,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN ARQUITECTURA Y AMBIENTE
2001,2002,6808,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIA Y TECNOLOGÍA
2002,2003,3322,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS AGROALIMENTARIAS
2003,2004,720,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS AMBIENTALES
2004,2005,5101,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS BIOMÉDICAS
2005,2006,3316,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,"MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN: MATERIALES, NANOCIENCIAS Y QUÍMICA 
ORGÁNICA"
2006,2007,5583,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS DE LA COMPUTACIÓN
2007,2008,5092,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS EN GESTIÓN DEL DESARROLLO REGIONAL
2008,2009,4283,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS EN INGENIERÍA
2009,2010,5593,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS EN INTERVENCIÓN PSICOSOCIAL
2010,2011,1566,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS EN MATEMÁTICAS APLICADAS
2011,2012,5587,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS EN QUÍMICA APLICADA
2012,2013,4278,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CIENCIAS MATEMÁTICAS
2013,2014,5095,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CONTADURÍA
2014,2015,6379,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN CORROSIÓN Y GESTIÓN DE INTEGRIDAD
2015,2016,5103,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN ENFERMERÍA
2016,2017,3924,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN ESTUDIOS JURÍDICOS
2017,2018,5091,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN GERENCIA PÚBLICA Y GOBIERNO
2018,2019,5106,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN GERONTOLOGÍA SOCIAL INTEGRAL
2019,2020,5591,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,"MAESTRÍA EN INGENIERÍA, TECNOLOGÍA Y GESTIÓN AMBIENTAL"
2020,2021,3926,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN MÉTODOS DE SOLUCIÓN DE CONFLICTOS Y DERECHOS HUMANOS
2021,2022,3398,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN PRODUCCIÓN ANIMAL TROPICAL
2022,2023,5827,TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,MAESTRÍA EN SEGURIDAD ALIMENTARIA
2023,2024,6780,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,DOCTORADO EN BIOMEDICINA
2024,2025,5372,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,DOCTORADO EN CIENCIAS EN BIODIVERSIDAD Y ECOLOGÍA
2025,2026,6954,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,DOCTORADO INSTITUCIONAL EN INVESTIGACIÓN EDUCATIVA
2026,2027,3468,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,DOCTORADO INSTITUCIONAL EN DERECHO
2027,2028,6105,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,ESPECIALIDAD EN ENFERMERÍA EN SALUD MENTAL Y PSIQUIATRÍA
2028,2029,6108,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,ESPECIALIDAD EN ENFERMERÍA EN SALUD PÚBLICA
2029,2030,6107,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,ESPECIALIDAD EN ENFERMERÍA QUIRÚRGICA
2030,2031,1814,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN AGRICULTURA ORGÁNICA SUSTENTABLE
2031,2032,7407,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN BIOCIENCIAS
2032,2033,6411,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN BIOMEDICINA
2033,2034,7090,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN CIENCIAS DE ENFERMERÍA
